1,1013
2,15675
3,4105
4,17238
5,6375
6,8073
7,9301
8,7508
9,9843
10,3656
11,4052
12,4431
13,4959
14,11860
15,13921
16,21814
17,17594
18,17307
19,18938
20,13623
