0,3680,client8
0,3692,client
0,4676,client4
0,4677,client5
0,4684,client10
0,4685,client9
0,4688,client2
0,10560,client7
0,11557,client3
0,11558,client6
1,6013,client
1,6015,client8
1,6044,client9
1,6045,client7
1,6183,client6
1,6207,client4
1,6273,client5
1,6275,client2
1,6276,client3
1,11114,client10
2,5597,client7
2,5742,client4
2,5758,client2
2,5758,client9
2,5764,client8
2,5767,client5
2,5770,client3
2,5836,client6
2,10801,client
2,10799,client10
3,4690,client5
3,4692,client3
3,4692,client9
3,4700,client
3,4697,client10
3,4776,client8
3,4779,client4
3,4782,client7
3,7225,client6
3,7227,client2
4,2583,client2
4,2583,client4
4,4085,client6
4,4852,client7
4,4858,client5
4,4860,client8
4,4924,client10
4,9427,client9
4,9431,client3
4,10241,client
5,4943,client4
5,4943,client5
5,5041,client3
5,5127,client8
5,5129,client2
5,5130,client9
5,5173,client6
5,5179,client7
5,5198,client10
5,5259,client
6,3158,client8
6,3167,client3
6,3902,client2
6,3901,client5
6,3968,client6
6,4643,client4
6,4643,client7
6,4653,client10
6,4681,client9
6,9639,client
7,3418,client2
7,3420,client5
7,3455,client3
7,3463,client
7,3641,client8
7,5624,client4
7,5624,client7
7,5650,client6
7,5683,client9
7,10625,client10
8,4788,client7
8,4790,client2
8,4790,client8
8,5888,client9
8,5931,client
8,5948,client10
8,6769,client6
8,6771,client5
8,6773,client3
8,11664,client4
9,7243,client
9,7242,client7
9,7267,client8
9,7269,client3
9,7267,client10
9,7270,client2
9,7271,client5
9,7339,client9
9,7340,client6
9,11954,client4
10,6825,client3
10,6879,client2
10,6886,client
10,6885,client4
10,6905,client10
10,7485,client9
10,7677,client6
10,7744,client8
10,7753,client7
10,12089,client5
11,4536,client
11,6270,client9
11,6272,client7
11,6278,client5
11,6295,client4
11,6361,client8
11,6370,client2
11,9588,client10
11,12022,client3
11,13166,client6
12,7415,client4
12,7504,client3
12,7598,client
12,7600,client8
12,7601,client9
12,7609,client5
12,7610,client6
12,12035,client10
12,12205,client2
12,12222,client7
13,5115,client7
13,6988,client
13,7106,client10
13,8187,client6
13,8187,client8
13,8266,client4
13,11042,client2
13,11903,client3
13,12600,client9
13,12818,client5
14,4182,client
14,6586,client9
14,6729,client6
14,6762,client4
14,6762,client7
14,6766,client3
14,6820,client5
14,9531,client2
14,12035,client8
14,12076,client10
15,4029,client4
15,4034,client
15,6614,client10
15,6615,client8
15,6620,client3
15,6621,client7
15,6625,client5
15,8175,client9
15,11042,client6
15,11044,client2
16,7370,client9
16,7542,client8
16,7549,client
16,7605,client10
16,7607,client2
16,7607,client4
16,7607,client6
16,7643,client5
16,10184,client3
16,10185,client7
17,3558,client5
17,6307,client4
17,6308,client3
17,6308,client10
17,6366,client2
17,6369,client8
17,6971,client7
17,7021,client
17,8445,client9
17,9058,client6
18,3278,client
18,6591,client8
18,7246,client4
18,7358,client5
18,7361,client2
18,7361,client10
18,7362,client3
18,7366,client6
18,7390,client9
18,7423,client7
19,5333,client5
19,9019,client10
19,9022,client6
19,9026,client2
19,9023,client8
19,9116,client
19,9121,client7
19,9127,client4
19,9151,client9
19,11212,client3
